"","brewery_name","beer_name","all","aroma","appearance","palate","abv","taste","count"
"3451","Bedondaine & Bedons Ronds","L'Agace Pisette",4,4,3.5,4.5,5.5,3.5,1
"3452","Bedondaine & Bedons Ronds","L'Amère-Veilleuse",3.66666666666667,3.66666666666667,3.66666666666667,3.83333333333333,6,4,3
"3453","Bedondaine & Bedons Ronds","L'ange Gardien",3.25,3.5,3.25,3.25,5,3.5,2
"3454","Bedondaine & Bedons Ronds","La Bariteau",4,3.75,3.75,3.75,5,4.25,2
"3455","Bedondaine & Bedons Ronds","La Bedaine",4,3.75,3.75,4,5,3.5,2
"3456","Bedondaine & Bedons Ronds","La Défroquée",4,4,4,3.5,8,3.5,1
"3457","Bedondaine & Bedons Ronds","La Dernière Brosse",3.33333333333333,3.5,4.16666666666667,3.5,7,3.33333333333333,3
"3458","Bedondaine & Bedons Ronds","La Grenouille",4,4,4,4.5,6,4,1
"3459","Bedondaine & Bedons Ronds","La Mentheuse",3.83333333333333,4.08333333333333,3.91666666666667,3.75,7,3.83333333333333,6
"3460","Bedondaine & Bedons Ronds","La Reyne D'escosse",5,3.5,4,4.5,8.5,4,1
"3461","Bedondaine & Bedons Ronds","La Tarte",2,4,4,3,7,1.5,1
"3462","Bedondaine & Bedons Ronds","Le Bedon",4,3.5,3.5,3,5,4,1
"3463","Bedondaine & Bedons Ronds","Ma Bière D'épinette",4,4,3.75,3.5,7.1,4.25,2
"3464","Bedondaine & Bedons Ronds","Noix De Marmotte",4,3.75,3.75,3.75,6,3.75,2
"3465","Bee Creek Brewery","Alien Abduction",4.5,4,4,5,5,4.5,1
"3466","Bee Creek Brewery","Clay County Coffee Stout",3.5,3.66176470588235,3.64705882352941,3.11764705882353,6,3.55882352941176,34
"3467","Bee Creek Brewery","Happy Jesus Double IPA",4.5,4.5,4,4,8.2,4.5,1
"3468","Bee Creek Brewery","Hoosier Honey Wheat",3.97297297297297,3.87837837837838,3.75675675675676,3.7027027027027,7.5,3.89189189189189,37
"3469","Bee Creek Brewery","Hoppy Hoosier IPA",3.6,3.5,3.8,3.6,6,3.6,5
"3470","Beer Engine","Freedom Ranger Pale Ale",4,3.5,4,4,5,4,1
"3471","Beer Engine","King George's Nut Brown Ale",4,4,4.5,4,6,4,1
"3472","Beer Engine","Rani Of Coochnaheen",4,3.5,4,4,6.3,3.5,1
"3473","Beer Engine, The","Piston Bitter",4,3.75,4,3.5,4.8,3.75,2
"3474","Beer Factory","5 De Mayo",4.25,4.25,4.25,4,7,4.5,2
"3475","Beer Factory","Coronel",3.8,3.4,3.2,3.3,5,3.4,5
"3476","Beer Factory","Coyote",4,4,3.9,3.7,4.8,4,5
"3477","Beer Factory","Heavy Metal",4,4,4,4,9,3.75,2
"3478","Beer Factory","Luna Llena",3.83333333333333,4.08333333333333,4.25,3.58333333333333,5.8,3.66666666666667,6
"3479","Beer Factory","Santa Fe",4.125,3.5,3.875,3.875,5.5,3.75,4
"3480","Beer Here","Ammestout",3.875,4,4.125,3.75,6.5,3.875,4
"3481","Beer Here","Black Cat",3.5,3.875,3.875,3.5,4.7,3.375,4
"3482","Beer Here","Bukkake",4,4,4,3.5,8,3.5,1
"3483","Beer Here","Dark Hops",3.98235294117647,4.01176470588235,4.27058823529412,4.01764705882353,8.5,4.01176470588235,85
"3484","Beer Here","Essentia Bina",3.4375,3.5,3.4375,3.5625,16,3.5,8
"3485","Beer Here","Fat Cat Red Ale",3.94444444444444,4,3.55555555555556,3.72222222222222,4.7,3.77777777777778,9
"3486","Beer Here","Hopfix",3.97368421052632,3.89473684210526,4.02631578947368,4.05263157894737,6.5,3.81578947368421,19
"3487","Beer Here","Hoptilicus",3.875,3.5,4,3.875,9,3.75,4
"3488","Beer Here","Jule IPA",4,4.125,4,3.875,7,4.125,4
"3489","Beer Here","Kama Citra (Høst Citra)",3.4,3.9,4,3.8,7,3.7,5
"3490","Beer Here","Kriekselikroxen",3.7,4.1,4,3.8,11,3.8,5
"3491","Beer Here","Lupulus Pale Ale",3.5,4,3.5,3,4.5,3.5,1
"3492","Beer Here","Malus Pater",4,3.75,3.75,3.5,10,3.5,2
"3493","Beer Here","Mørke - Pumpernickel Porter",4.06930693069307,4.11386138613861,4.30693069306931,4.21287128712871,7.5,4.1980198019802,101
"3494","Beer Here","Nordic Rye Ale",4.15,4,4.08333333333333,4.06666666666667,8,4.15,30
"3495","Beer Here","Påske",3.66666666666667,3.83333333333333,3.83333333333333,4,7,3.83333333333333,3
"3496","Beer Here","Tia Loca (Vårwit)",3,3.66666666666667,3.16666666666667,3.33333333333333,4.5,3.33333333333333,3
"3497","Beer Here","Weed Smoked Wheat",3,3,3.5,3,5.5,3,1
"3498","Beer Here","White Cat",3,3.5,3,3.5,4.7,3.5,1
"3499","Beer Here","Yulewine",3.875,3.875,4.125,3.75,11,3.75,4
"3500","Beer House","Gold Pilsner",2.5,2.5,3,2.5,4.5,3,1
"3501","Beer House","Märzen Speziel",3,3.25,3.25,3.25,4.4,3.25,2
"3502","Beer Lounge Microcervecería","Magna Porter",1.5,1.5,3.5,2,8,2,1
"3503","Beer of Yerevan JSC","Hayer",3,2.5,3.5,2.5,4.9,3,1
"3504","Beer of Yerevan JSC","Kilikia",2.96875,2.84375,3.5,3,4.8,2.625,16
"3505","Beer of Yerevan JSC","Kilikia 11",3.5,2.5,3,3,4.6,3.5,1
"3506","Beer of Yerevan JSC","Kilikia Celebratory",4,3,4,3.5,5.3,3.5,1
"3507","Beer of Yerevan JSC","Kilikia Dark",3.375,3.375,3.16666666666667,3.29166666666667,4.4,3.25,12
"3508","Beer of Yerevan JSC","Kilikia ElitaR",4,3.5,4,3.5,5.6,3.5,1
"3509","Beer of Yerevan JSC","Kilikia Jubilee",2.5,2.25,3.375,2.75,5.1,2.75,4
"3510","Beer of Yerevan JSC","Kilikia Tonakan",2.5,2.33333333333333,3.66666666666667,3,5.3,2.66666666666667,3
"3511","Beer of Yerevan JSC","Kilikia Youth",4,3,4,3.5,4.8,3.5,1
"3512","Beer of Yerevan JSC","Zhigulyovskoye",2.875,3,3.375,2.875,5,3,4
"3513","Beer Valley Brewing Co.","Black Flag Imperial Stout",3.69291338582677,3.89370078740157,4.0511811023622,3.82283464566929,11,3.84645669291339,127
"3514","Beer Valley Brewing Co.","Black Flag Imperial Stout (Hop Harvest Edition)",4.06451612903226,4.06451612903226,4.24193548387097,4,11,4.16129032258065,31
"3515","Beer Valley Brewing Co.","Delta 9",4,3.875,3.875,4,6.6,4,4
"3516","Beer Valley Brewing Co.","Gone Fishin'",4.11111111111111,3.72222222222222,3.77777777777778,3.55555555555556,4,3.77777777777778,9
"3517","Beer Valley Brewing Co.","Heavy Sugars Braggot",4,3.5,3.5,4,7,4,1
"3518","Beer Valley Brewing Co.","Highway To Ale Barleywine",3.51190476190476,3.51190476190476,3.8452380952381,3.47619047619048,10.5,3.35714285714286,42
"3519","Beer Valley Brewing Co.","Ho Ho Ho Strong Ale",2.66666666666667,2.83333333333333,3.5,3.33333333333333,10,3.16666666666667,3
"3520","Beer Valley Brewing Co.","Jackalope Imperial Pumpkin Porter",3.5,3.25,3.75,3.5,7.5,3.75,2
"3521","Beer Valley Brewing Co.","Leafer Madness",3.92920353982301,3.84070796460177,3.96902654867257,3.87610619469027,9,3.92920353982301,113
"3522","Beer Valley Brewing Co.","Leafer Madness (Hop Harvest Edition)",3.98148148148148,4.05555555555556,4.25925925925926,4.14814814814815,9,4.11111111111111,27
"3523","Beer Valley Brewing Co.","Owyhee Amber Ale",3.95588235294118,3.54411764705882,3.92647058823529,3.82352941176471,5.5,3.76470588235294,34
"3524","Beer Valley Brewing Co.","Pigskin Pale Ale",3.94285714285714,3.61428571428571,4.02857142857143,3.85714285714286,6,3.91428571428571,35
"3525","Beer Works","""Cellar Reserve"" Triple Gold",4,4,4,4.5,9,4.5,1
"3526","Beer Works","Accelerator Double Bock",3.35714285714286,3.5,3.85714285714286,3.35714285714286,8,3.78571428571429,7
"3527","Beer Works","Allston Mild",4,3.33333333333333,3.66666666666667,3.66666666666667,3.5,3.66666666666667,3
"3528","Beer Works","Back Bay IPA",3.89285714285714,3.87142857142857,3.82857142857143,3.80714285714286,6.5,3.87142857142857,70
"3529","Beer Works","Baker's Island Blond",3.8,3.2,3.6,3.7,4,3.6,5
"3530","Beer Works","Bambino Ale",3.05555555555556,2.83333333333333,3.16666666666667,3,4,2.94444444444444,9
"3531","Beer Works","Bay State ESB",3.75,3.53571428571429,3.85714285714286,3.5,6,3.60714285714286,14
"3532","Beer Works","Beantown Nut Brown Ale",3.31818181818182,3.59090909090909,3.65909090909091,3.40909090909091,5,3.40909090909091,22
"3533","Beer Works","Ben Nevis Barley Wine",4,3.5,3,4,8,4.5,1
"3534","Beer Works","Black Rider Lager",3.3,3.4,3.7,3.3,4.5,3.3,5
"3535","Beer Works","Blonde Faith",3.6,3.4,3.7,3.4,6.5,3.5,5
"3536","Beer Works","Bohemian Pilsner",3.5,3.5,3.75,3.5,5,3.25,2
"3537","Beer Works","Boston Common",3.75,3.45833333333333,3.66666666666667,3.91666666666667,5,3.625,12
"3538","Beer Works","Boston Garden Golden",3.77777777777778,3.22222222222222,3.33333333333333,3.5,4.5,3.55555555555556,9
"3539","Beer Works","Boston Red",3.46296296296296,3.37037037037037,3.75925925925926,3.55555555555556,5.2,3.37037037037037,27
"3540","Beer Works","Boston Tea Party Ale (Anniversary Ale)",4.25,3,3.75,3.5,6.2,3.75,2
"3541","Beer Works","Boston Victory Bock",3.875,3.5,3.5,4.125,6.5,3.875,4
"3542","Beer Works","Buck Eye Oatmeal Stout",3.67142857142857,3.64285714285714,3.92857142857143,3.47142857142857,5,3.61428571428571,35
"3543","Beer Works","Bullfinch Bitter",3.66666666666667,2.83333333333333,3.66666666666667,3.33333333333333,4,3,3
"3544","Beer Works","Bunker Hill Blueberry Ale",3.74358974358974,3.75641025641026,3.84615384615385,3.61538461538462,4.8,3.69230769230769,39
"3545","Beer Works","Cask Conditioned IPA",4,4.5,3.5,4,5,4.5,1
"3546","Beer Works","Castle Rock Raspbeery Ale",3.5,2.5,3,3.5,5,3.5,1
"3547","Beer Works","Centennial Alt",3.88461538461538,3.46153846153846,3.84615384615385,3.76923076923077,5.5,3.76923076923077,13
"3548","Beer Works","Crimson Clover Irish Red",3.3,3.1,3.5,3,5,3,5
"3549","Beer Works","Curley's Irish Stout",3.45833333333333,3.45833333333333,3.6875,3.39583333333333,4,3.33333333333333,24
"3550","Beer Works","Dear Abbey",3,3.5,3.5,3,7,3.5,1
"3551","Beer Works","Don Pedro Cerveza",4.25,3.75,3.5,3.75,3.7,4,2
"3552","Beer Works","Double Pale Ale",4.07142857142857,4.07142857142857,4.28571428571429,4,7.5,4.14285714285714,7
"3553","Beer Works","East India Marine Society IPA",4,4,4,4,6,4,1
"3554","Beer Works","Fenway Pale Ale",3.83928571428571,3.45535714285714,3.66964285714286,3.58035714285714,5.5,3.72321428571429,56
"3555","Beer Works","Haymarket Hefe-Weizen",3.89130434782609,3.91304347826087,3.73913043478261,3.71739130434783,4.5,3.71739130434783,23
"3556","Beer Works","Hercules Strong Ale",3.28571428571429,3.64285714285714,3.71428571428571,3.64285714285714,11.5,3.5,14
"3557","Beer Works","Hingham Beer Works First Anniversary Ale",4,3.5,4,3.5,7.1,3.5,1
"3558","Beer Works","Hub Dry Draft",4.25,3.75,3,4,4.5,4,2
"3559","Beer Works","Imperial Red",4,5,4,4.5,8.2,4.5,1
"3560","Beer Works","Imperial Stout",3.67647058823529,3.5,4.14705882352941,3.52941176470588,8.5,3.70588235294118,17
"3561","Beer Works","Kenmöre Kölsch",3.9375,3.5,4.25,3.875,4.5,3.8125,8
"3562","Beer Works","Lovefest",3.5,3,3.83333333333333,3.5,4.5,3.5,3
"3563","Beer Works","Lutin D'or",3.66666666666667,3.66666666666667,3.5,3.33333333333333,8.5,3.66666666666667,3
"3564","Beer Works","Mad Hops",3.9,3.86666666666667,4,3.8,8,3.86666666666667,15
"3565","Beer Works","May Bock",3.5,3.5,3.5,4,6.5,4,1
"3566","Beer Works","Muddy River Porter",3.80769230769231,3.88461538461538,3.92307692307692,3.80769230769231,5.5,3.88461538461538,13
"3567","Beer Works","Oktoberfest Lager",3.83333333333333,3.56666666666667,3.9,3.7,6,3.76666666666667,15
"3568","Beer Works","Patriot Pilsner",3.64285714285714,3.5,4,3.57142857142857,5.5,3.64285714285714,7
"3569","Beer Works","Red Light Ale",4,3.5,3.5,3.5,4.2,4,1
"3570","Beer Works","Red October",3.75,3.875,4.25,3.75,6,3.875,4
"3571","Beer Works","She Devil",3.33333333333333,3.66666666666667,4.16666666666667,3.66666666666667,6.5,3.66666666666667,3
"3572","Beer Works","Special Belgian Ale",2,2,3.5,2,9,2,1
"3573","Beer Works","Suh-wheat",3,2.5,2.5,3,7,3,1
"3574","Beer Works","Summer Works Ale",4.5,4,4,4,5,4.5,1
"3575","Beer Works","Sweet Sixteen",4.33333333333333,3.66666666666667,4.16666666666667,4.16666666666667,3.5,3.83333333333333,3
"3576","Beer Works","Terrier Scottish Ale",4,3.75,4,3.875,4,3.875,8
"3577","Beer Works","Uber Doppelsticke",4.1,4.5,3.9,4.2,10,4.4,5
"3578","Beer Works","Victory Green",4,4,3.5,3.75,5,4,2
"3579","Beer Works","Watermelon Ale",3.525,3.4,3.225,3.425,4,3.45,20
"3580","Beer Works","White Christmas Ale 2002",5,4,4,5,6,5,1
"3581","Beer Works","White Christmas Ale 2011",4,3.5,3.5,4,7,4,1
"3582","Beer Works","Winter Warmer",4.5,4,4,4,6.5,4.25,2
"3583","Beer Works","Winter Works Holiday Ale 2002",2.875,3.25,3.625,3.25,4.7,2.875,4
"3584","Beer Works","Zoiglbier",3,3.5,3,3.25,5,3.5,2
"3585","Beer Works Chitose","Pirkawakka Ale",4.5,3.5,3.5,4,5.5,4,1
"3586","Beer Works Chitose","Pirkawakka Pale",4,4,3.5,4,5.2,4,1
"3587","Beer Works Chitose","Pirkawakka Pilsener",3.75,2.75,3.5,4,5,3.5,2
"3588","Beer Works Chitose","Pirkawakka Stout",4,4,3.5,4,4.9,4,1
"3589","Beer Works Chitose","Pirkawakka Weiss",3.5,3.5,3.25,3.75,5.3,3.5,2
"3590","Beermann's Beerwerks","Bourbon Barrel Barley-wine Ale",4.16666666666667,4.16666666666667,4.16666666666667,4.22222222222222,9.75,4.44444444444444,9
"3591","Beermann's Beerwerks","Bourbon Barrel Stout",4.5,4,4.5,4.5,5.8,4,1
"3592","Beermann's Beerwerks","Empire Pale Ale",4,4,4,4,5.5,4,1
"3593","Beermann's Beerwerks","Harvest Ale",3.5,3.5,3.5,3,5.1,3.5,1
"3594","Beermann's Beerwerks","Honey Beer",2.625,2.75,3.25,3.375,5,2.75,4
"3595","Beermann's Beerwerks","India Pale Ale",3.25,3.5,3.5,3.5,6.5,3.33333333333333,6
"3596","Beermann's Beerwerks","Industrial Stout",3.5,3,3.5,3,5.5,3.5,1
"3597","Beermann's Beerwerks","Lincoln Lager",3.86363636363636,3.54545454545455,3.59090909090909,3.59090909090909,4.7,3.68181818181818,11
"3598","Beermann's Beerwerks","Rip Roarin' Red Ale",4.04545454545455,3.81818181818182,4.13636363636364,3.95454545454545,6.2,4.09090909090909,11
"3599","Beermann's Beerwerks","Shocker",4,4,3.5,4.5,9,4,1
"3600","Beermann's Beerwerks","Summer Hefe Weizen",1.8,2.6,2.9,2,5.5,2.1,5
"3601","Beermann's Beerwerks","Tri Pa",3.75,3.75,4.25,3.5,11.5,4,2
"3602","Befed","Lager Bionda",2,2,2.5,2,5.3,2,1
"3603","Befed","Rossa Tipo Bock",1.5,2,2,1.5,6.5,1.5,1
"3604","Beijing Yanjing Beer Group Corporation","Yanjing 10º Beer",2.16666666666667,1.66666666666667,2.16666666666667,2,3.4,2,3
"3605","Beijing Yanjing Beer Group Corporation","Yanjing 11º Premium",1.9,1.75,2.1,2,4.5,1.9,10
"3606","Beijing Yanjing Beer Group Corporation","Yanjing 12º Premium Extra",1.875,1.5,1.625,1.625,5.5,1.625,4
"3607","Beijing Yanjing Beer Group Corporation","Yanjing 2008 Beer",2,2,2,2,3.6,1.5,1
"3608","Beijing Yanjing Beer Group Corporation","Yanjing Beer",2.86238532110092,2.51376146788991,2.8302752293578,2.63761467889908,5,2.56880733944954,109
"3609","Beijing Yanjing Beer Group Corporation","Yanjing Black",4,4,5,3,4.3,4,1
"3610","Beijing Yanjing Beer Group Corporation","Yanjing Chrysanthemum",2.5,3,2,2.5,3.4,2.5,1
"3611","Beijing Yanjing Beer Group Corporation","Yanjing Dark",2.5,2,2.5,2.5,4.3,2.5,1
"3612","Beijing Yanjing Beer Group Corporation","Yanjing Draft",3.5,2.875,2.75,3.25,4,3.125,4
"3613","Beijing Yanjing Beer Group Corporation","Yanjing Lemon Beer",1.5,1,1,1,2.5,1,1
"3614","Beijing Yanjing Beer Group Corporation","Yanjing Wuchun N/A",2,4,3.5,4,0.5,2,1
"3615","Belco Beer House S/A","Belco Beer",2.875,2.75,3.125,2.875,3.8,2.625,4
"3616","Belco Beer House S/A","Belco Stout Beer / Mãe Preta",3.16666666666667,3,3.22222222222222,3.22222222222222,4,3.05555555555556,9
"3617","Belfast Bay Brewing Co.","Lobster Ale",3.70918367346939,3.36734693877551,3.65816326530612,3.47959183673469,5,3.58163265306122,98
"3618","Belfast Bay Brewing Co.","McGovern's Oatmeal Stout",3.81958762886598,3.75773195876289,3.98969072164948,3.71649484536082,5.1,3.84536082474227,97
"3619","Belgoobeer","Arboo",3.25,3.5,3.5,3.5,8.1,3.25,2
"3620","Belgoobeer","Magus",4,4,4.5,5,6.6,4,1
"3621","Belhaven Brewery Company Ltd.","Belhaven 60/-",3.7,3.4,3.5,3.6,2.9,3.4,5
"3622","Belhaven Brewery Company Ltd.","Belhaven Best",3.5530303030303,3.17424242424242,3.87878787878788,3.35606060606061,3.9,3.20454545454545,66
"3623","Belhaven Brewery Company Ltd.","Belhaven Blueberry Classic Fruit Beer",2.73333333333333,2.96666666666667,2.9,2.7,4.8,2.6,15
"3624","Belhaven Brewery Company Ltd.","Belhaven Classic Choice Fruit Beer",2.94444444444444,2.97222222222222,3.41666666666667,3.02777777777778,4.6,3.02777777777778,18
"3625","Belhaven Brewery Company Ltd.","Belhaven Classic Choice Wheat Beer",3.66666666666667,3.5,3.5,3,4.8,3.33333333333333,3
"3626","Belhaven Brewery Company Ltd.","Belhaven Dunbar Strong Ruby Ale",3.5,3.5,3.5,3.25,6.5,3.75,2
"3627","Belhaven Brewery Company Ltd.","Belhaven Golden Bay",3,3,3,3.5,3.8,2.5,1
"3628","Belhaven Brewery Company Ltd.","Belhaven Howell At The Moon",4,3,4,3.5,4,4,1
"3629","Belhaven Brewery Company Ltd.","Belhaven Imperial Stout",2.5,3,2.5,2.5,7,3,1
"3630","Belhaven Brewery Company Ltd.","Belhaven McCallum's Stout",4,3.77777777777778,4.11111111111111,3.94444444444444,4.1,3.88888888888889,9
"3631","Belhaven Brewery Company Ltd.","Belhaven Premium Scottish Export",4,3.5,3,3.5,3.9,3.75,2
"3632","Belhaven Brewery Company Ltd.","Belhaven Scottish Ale",3.90681003584229,3.62365591397849,4.0131421744325,3.7741935483871,5.2,3.77718040621266,837
"3633","Belhaven Brewery Company Ltd.","Belhaven Scottish Lager",3.42857142857143,3.07142857142857,3.14285714285714,3.14285714285714,4.1,3.07142857142857,7
"3634","Belhaven Brewery Company Ltd.","Belhaven Scottish Stout",4.08444444444444,3.80888888888889,4.10888888888889,3.95555555555556,7,3.98888888888889,225
"3635","Belhaven Brewery Company Ltd.","Belhaven Twisted Thistle IPA",3.88320209973753,3.66535433070866,3.88582677165354,3.80314960629921,5.3,3.79133858267717,381
"3636","Belhaven Brewery Company Ltd.","Calders 70/~",2.75,2.75,4.25,3.5,3.6,2.5,2
"3637","Belhaven Brewery Company Ltd.","Herok & Howell's Tantallon Sunrise",4,4,3,4,5,4,1
"3638","Belhaven Brewery Company Ltd.","Jigger Ale",4,3.5,4.5,4.5,3.9,4,1
"3639","Belhaven Brewery Company Ltd.","Pilsner",3.25,3,3.25,3.25,4.8,3.25,2
"3640","Belhaven Brewery Company Ltd.","Robert Burns Scottish Ale",3.5625,3,3.75,3.3125,4.2,3.375,8
"3641","Belhaven Brewery Company Ltd.","St. Andrew's Ale",3.98547717842324,3.73236514522822,3.90871369294606,3.79668049792531,4.6,3.89419087136929,241
"3642","Belhaven Brewery Company Ltd.","Wee Heavy",4.06057866184448,3.90687160940326,4.08137432188065,3.99367088607595,6.5,4.15370705244123,553
"3643","Belize Brewing Co., Ltd.","Belikin",3.17857142857143,2.79761904761905,3.04761904761905,2.85714285714286,4.8,2.92857142857143,42
"3644","Belize Brewing Co., Ltd.","Belikin Draft",3,2.5,3,2.5,4.8,2,1
"3645","Belize Brewing Co., Ltd.","Belikin Premium",3.30769230769231,3.03846153846154,3.42307692307692,3.07692307692308,4.8,3.15384615384615,13
"3646","Belize Brewing Co., Ltd.","Belikin Stout",3.82352941176471,3.26470588235294,3.73529411764706,3.64705882352941,6.5,3.52941176470588,17
"3647","Belize Brewing Co., Ltd.","Lighthouse Lager",2.9375,2.6875,2.75,2.8125,4.2,2.5625,8
"3648","Bell's Brewery, Inc.","221 B",4.33333333333333,4.16666666666667,3.83333333333333,4,8,4.33333333333333,3
"3649","Bell's Brewery, Inc.","Bell's 25th Anniversary Ale",3.69393939393939,3.81060606060606,3.96060606060606,3.75909090909091,8.5,3.70151515151515,330
"3650","Bell's Brewery, Inc.","Bell's Amber Ale",4.03002610966057,3.65731070496084,3.81396866840731,3.84138381201044,5.8,3.91057441253264,766
"3651","Bell's Brewery, Inc.","Bell's Apple Ale",4.5,4,3.5,4,7.4,4.5,1
"3652","Bell's Brewery, Inc.","Bell's Batch 10000",3.6991643454039,3.75766016713092,4.01114206128134,3.81894150417827,9.2,3.75766016713092,359
"3653","Bell's Brewery, Inc.","Bell's Batch 2000",5,5,5,5,10.5,5,1
"3654","Bell's Brewery, Inc.","Bell's Batch 4000",4.09090909090909,4.04545454545455,3.95454545454545,4.18181818181818,7.5,3.90909090909091,11
"3655","Bell's Brewery, Inc.","Bell's Batch 5000",3.75,4.21875,3.875,4.17708333333333,9,4.22916666666667,48
"3656","Bell's Brewery, Inc.","Bell's Batch 6000",4.13030303030303,4.38787878787879,4.19393939393939,4.37272727272727,10.5,4.43030303030303,165
"3657","Bell's Brewery, Inc.","Bell's Batch 7000",4.07903225806452,4.31612903225806,4.47096774193548,4.41935483870968,12,4.37258064516129,310
"3658","Bell's Brewery, Inc.","Bell's Batch 8000",3.80457746478873,3.96830985915493,3.86091549295775,3.90845070422535,9,3.92605633802817,284
"3659","Bell's Brewery, Inc.","Bell's Batch 9000",3.74130879345603,4.08691206543967,4.01226993865031,4.03271983640082,12.5,4.03783231083845,489
"3660","Bell's Brewery, Inc.","Bell's Beer",3.56451612903226,3.24193548387097,3.43548387096774,3.2258064516129,5.3,3.32258064516129,31
"3661","Bell's Brewery, Inc.","Bell's Best Brown",3.97772988505747,3.67959770114943,3.86781609195402,3.82112068965517,5.8,3.87068965517241,696
"3662","Bell's Brewery, Inc.","Bell's Big Porch Ale",3.725,3.575,3.7375,3.75,6,3.575,40
"3663","Bell's Brewery, Inc.","Bell's Black Note Stout",4.38076923076923,4.46153846153846,4.27692307692308,4.51153846153846,11.5,4.61538461538461,130
"3664","Bell's Brewery, Inc.","Bell's Black Rye",3.5625,3.375,3.9375,3.75,6,3.625,8
"3665","Bell's Brewery, Inc.","Bell's Bourbon Barrel Aged Batch 7000",4.16666666666667,4.55555555555556,4.27777777777778,4.55555555555556,12,4.5,9
"3666","Bell's Brewery, Inc.","Bell's Bourbon Barrel Aged Cherry Stout",3.82222222222222,4.08888888888889,4.02777777777778,3.94444444444444,8.5,4.05,90
"3667","Bell's Brewery, Inc.","Bell's Bourbon Barrel Aged Double Cream Stout",4.4375,4.4375,4.5,4.625,10,4.6875,8
"3668","Bell's Brewery, Inc.","Bell's Bourbon Barrel Aged Expedition Stout",4.5,4.5,4.25,4.25,12,4.75,2
"3669","Bell's Brewery, Inc.","Bell's Cherry Stout",3.375,3.68778538812785,3.79109589041096,3.59075342465753,7,3.5148401826484,876
"3670","Bell's Brewery, Inc.","Bell's Cherry Wheat",4.33333333333333,4,4,4,5,4,3
"3671","Bell's Brewery, Inc.","Bell's Christmas Ale",3.69416243654822,3.43908629441624,3.84517766497462,3.61040609137056,5.4,3.53299492385787,394
"3672","Bell's Brewery, Inc.","Bell's Consecrator Doppelbock",3.70145190562613,3.66243194192377,3.69600725952813,3.73593466424682,8,3.7540834845735,551
"3673","Bell's Brewery, Inc.","Bell's Dear Liza Experimental Pale",4.25,4.125,3.875,4.25,5.4,3.875,4
"3674","Bell's Brewery, Inc.","Bell's Deb's Red Ale",3.87037037037037,3.7037037037037,3.98148148148148,3.94444444444444,6.3,3.77777777777778,27
"3675","Bell's Brewery, Inc.","Bell's Eccentric Ale 2003 & Older (released 2004 & Before)",3.72727272727273,4.06818181818182,3.61363636363636,4.04545454545455,11,4.11363636363636,22
"3676","Bell's Brewery, Inc.","Bell's Eccentric Ale 2006 (Released 2007)",3.59677419354839,4,4,4,10.5,4.06451612903226,31
"3677","Bell's Brewery, Inc.","Bell's Eccentric Ale 2008 (Released 2009)",3.75862068965517,4.17241379310345,3.8448275862069,4.1551724137931,10.1,3.98275862068966,29
"3678","Bell's Brewery, Inc.","Bell's Eccentric Ale 2009 (Released 2010)",3.4,3.93333333333333,4.1,3.83333333333333,12.1,3.76666666666667,15
"3679","Bell's Brewery, Inc.","Bell's Eccentric Ale 2010 (Released 2011)",3.5,3.75,4.5,3.25,10.1,3.5,2
"3680","Bell's Brewery, Inc.","Bell's Expedition Stout",3.95360520094563,4.15159574468085,4.26979905437352,4.2145390070922,10.5,4.23758865248227,1692
"3681","Bell's Brewery, Inc.","Bell's Fawcett's Folly Ale",4.5,4.5,4,4.5,11,4,1
"3682","Bell's Brewery, Inc.","Bell's Fest Beer",4.5,4,4.5,4.5,10,4.5,1
"3683","Bell's Brewery, Inc.","Bell's Golden Rye",3.91666666666667,3.47222222222222,3.83333333333333,3.88888888888889,6.5,3.83333333333333,18
"3684","Bell's Brewery, Inc.","Bell's Harry Magill's Spiced Stout",3.86923076923077,4.04615384615385,4.04615384615385,3.93076923076923,7.9,4,65
"3685","Bell's Brewery, Inc.","Bell's Hole In The Bucket",4,3.83333333333333,3.83333333333333,4,6.2,4.16666666666667,3
"3686","Bell's Brewery, Inc.","Bell's Hopslam Ale",4.37760949652067,4.53315595579206,4.2425296766271,4.31436758084323,10,4.51841997544003,2443
"3687","Bell's Brewery, Inc.","Bell's Java Stout",3.82792887029289,4.01569037656904,4.05805439330544,3.93723849372385,7.5,3.97803347280335,956
"3688","Bell's Brewery, Inc.","Bell's Kalamazoo Stout",4.05749805749806,3.95143745143745,4.17327117327117,4.04390054390054,6,4.12004662004662,1287
"3689","Bell's Brewery, Inc.","Bell's Lager Of The Lakes",3.87867647058824,3.46139705882353,3.65992647058824,3.74264705882353,4.5,3.69117647058824,272
"3690","Bell's Brewery, Inc.","Bell's Maple Porter",3.5,3.25,3.75,3.5,5.8,3.75,2
"3691","Bell's Brewery, Inc.","Bell's Mild Ale",4.1,3.1,3.5,3.4,4.7,3.6,5
"3692","Bell's Brewery, Inc.","Bell's Milk Stout",4.64285714285714,4.14285714285714,4.21428571428571,4.35714285714286,5.5,4.5,7
"3693","Bell's Brewery, Inc.","Bell's Oarsman",3.72062663185379,3.30156657963446,3.4621409921671,3.59007832898172,4,3.53916449086162,383
